gene_id	SRR518631	SRR518632	SRR518633	SRR518634	SRR518635	SRR518636
ENSMUSG00000037259.16	3	2	2	3	8	5
ENSMUSG00000027427.14	148	154	149	150	217	102
ENSMUSG00000027428.10	131	273	285	292	355	164
ENSMUSG00000136402.1	0	0	0	0	0	0
ENSMUSG00000136358.1	0	0	0	0	2	0
ENSMUSG00000027429.17	988	1219	844	872	802	302
ENSMUSG00000074754.5	67	62	49	62	70	31
ENSMUSG00000027430.13	109	158	140	139	179	96
ENSMUSG00002076136.1	0	0	0	0	0	0
ENSMUSG00000128088.1	0	0	0	0	1	0
ENSMUSG00000084306.2	0	1	2	1	0	1
ENSMUSG00000128046.1	0	1	0	0	0	0
ENSMUSG00000134776.1	0	0	0	0	0	0
ENSMUSG00000027431.6	0	0	0	0	0	0
ENSMUSG00000082858.2	0	0	0	0	0	0
ENSMUSG00000143175.1	0	1	0	1	0	0
ENSMUSG00000063873.11	6	7	6	12	9	11
ENSMUSG00000138833.1	0	0	0	0	0	0
ENSMUSG00000134833.1	0	0	0	0	0	0
ENSMUSG00000087158.2	0	0	0	0	0	0
ENSMUSG00002076395.1	0	0	0	0	0	0
ENSMUSG00002076736.1	0	0	0	0	0	0
ENSMUSG00000084178.2	0	0	0	0	1	0
ENSMUSG00000074753.7	0	0	0	0	0	0
ENSMUSG00000001768.17	183	340	337	397	361	207
ENSMUSG00000081722.2	0	0	0	0	0	0
ENSMUSG00000135562.1	0	2	6	5	6	2
ENSMUSG00002074962.1	0	0	0	1	2	0
ENSMUSG00000129131.1	3	6	9	4	5	4
ENSMUSG00000129162.1	0	0	0	1	0	1
ENSMUSG00000083014.2	0	0	0	0	0	0
ENSMUSG00000002728.15	203	171	136	146	129	90
ENSMUSG00000001767.6	174	251	197	198	239	111
ENSMUSG00000037143.18	0	0	1	0	0	1
ENSMUSG00000138560.1	0	0	1	0	0	0
ENSMUSG00000068154.6	0	0	0	0	0	1
ENSMUSG00000037110.21	572	918	1023	1060	1244	566
ENSMUSG00000085958.2	2	0	4	6	3	1
ENSMUSG00000042938.9	0	3	0	2	1	3
ENSMUSG00000132025.1	0	0	0	2	0	1
ENSMUSG00000085796.3	0	0	0	0	0	0
ENSMUSG00000134015.1	0	0	0	0	0	0
ENSMUSG00000122940.1	5	3	0	3	2	1
ENSMUSG00000136565.1	0	0	0	0	0	0
ENSMUSG00000141031.1	0	0	0	0	0	0
ENSMUSG00000080870.2	9	5	4	9	5	3
ENSMUSG00000141177.1	0	0	0	0	0	0
ENSMUSG00000133182.1	0	0	0	0	0	0
ENSMUSG00000087618.3	0	0	0	0	0	0
ENSMUSG00000120393.2	0	0	0	0	0	0
ENSMUSG00000120392.2	0	0	0	0	0	0
ENSMUSG00000074749.11	173	170	213	230	231	207
ENSMUSG00000127403.1	11	17	25	17	29	15
ENSMUSG00000027433.6	625	809	753	633	746	483
ENSMUSG00000054160.3	0	0	0	0	0	0
ENSMUSG00000130333.1	0	0	0	0	0	0
ENSMUSG00000082158.2	0	0	0	0	0	0
ENSMUSG00000027434.12	0	0	0	0	0	0
ENSMUSG00000086509.4	0	0	0	0	0	0
ENSMUSG00000143277.1	0	0	0	0	0	0
ENSMUSG00002075447.1	0	0	0	0	0	0
ENSMUSG00000081971.2	0	0	0	1	0	0
ENSMUSG00000084371.2	2	2	0	2	0	0
ENSMUSG00002075208.1	0	0	0	0	0	0
ENSMUSG00000084774.3	0	0	0	0	0	0
ENSMUSG00000124430.1	0	0	0	0	0	0
ENSMUSG00000087521.4	0	0	0	0	0	0
ENSMUSG00000037034.17	1	0	0	1	0	1
ENSMUSG00000083126.2	0	0	0	0	1	0
ENSMUSG00000127681.1	0	0	0	0	0	0
ENSMUSG00000127637.1	0	0	0	0	0	0
ENSMUSG00000080844.2	0	0	0	0	0	0
ENSMUSG00000081741.2	0	0	0	0	0	0
ENSMUSG00000142129.1	0	0	0	0	0	0
ENSMUSG00000051986.7	0	0	0	0	0	0
ENSMUSG00000124358.1	0	0	0	0	0	0
ENSMUSG00000119413.1	0	0	0	0	0	0
ENSMUSG00000130238.1	0	0	0	0	0	0
ENSMUSG00000130375.1	0	2	1	3	1	0
ENSMUSG00000086141.10	358	499	927	618	1015	377
ENSMUSG00000134536.1	11	4	14	5	20	3
ENSMUSG00000037025.12	588	579	554	349	302	267
ENSMUSG00002076014.1	0	0	0	0	0	0
ENSMUSG00000083750.2	0	0	0	0	0	0
ENSMUSG00000139600.1	0	0	1	0	0	0
ENSMUSG00000134154.1	0	0	0	0	1	0
ENSMUSG00000089458.4	0	0	0	0	0	0
ENSMUSG00000129796.1	0	0	0	0	0	0
ENSMUSG00000037014.5	0	2	3	0	0	1
ENSMUSG00000074743.5	127	193	118	111	67	56
ENSMUSG00000082911.2	0	0	0	0	0	0
ENSMUSG00000027435.9	479	521	263	285	199	138
ENSMUSG00000087678.2	0	0	0	0	0	0
ENSMUSG00000137341.1	0	0	0	0	0	0
ENSMUSG00000088870.3	0	0	0	0	0	0
ENSMUSG00000036992.11	13	29	18	20	21	14
ENSMUSG00000133896.1	4	3	3	1	2	6
ENSMUSG00000134436.1	1	0	1	1	0	0
ENSMUSG00000027439.10	697	981	907	1165	1007	602
ENSMUSG00000027438.15	21	28	36	27	32	18
ENSMUSG00000055177.16	0	0	0	0	0	0
ENSMUSG00000036958.6	0	0	0	0	0	0
ENSMUSG00000027444.3	0	0	0	0	0	0
ENSMUSG00000027443.11	0	0	0	0	0	0
ENSMUSG00000027442.11	0	0	0	0	0	0
ENSMUSG00000036924.4	0	0	0	0	0	0
ENSMUSG00000027445.4	0	0	0	0	1	1
ENSMUSG00000141383.1	0	0	0	0	0	0
ENSMUSG00000027446.3	0	0	0	0	0	0
ENSMUSG00000027447.7	1004	1429	1269	1702	1526	1132
ENSMUSG00000103559.2	0	0	0	0	0	0
ENSMUSG00000081580.2	0	0	0	0	0	0
ENSMUSG00000063507.7	0	0	0	0	0	0
ENSMUSG00000074739.3	0	0	0	0	0	0
ENSMUSG00000138731.1	0	0	0	0	0	0
ENSMUSG00000086963.2	0	0	0	0	0	0
ENSMUSG00000081314.2	0	0	0	1	0	0
ENSMUSG00000081470.2	0	0	0	1	1	0
ENSMUSG00000033156.10	0	0	0	0	0	0
ENSMUSG00000129431.1	0	0	0	0	0	0
ENSMUSG00000129464.1	0	0	0	0	0	0
ENSMUSG00002076580.1	0	0	0	0	0	0
ENSMUSG00000087029.4	1	1	1	1	0	0
ENSMUSG00000081494.2	0	0	0	0	0	0
ENSMUSG00000074737.4	0	0	0	0	0	0
ENSMUSG00000074736.11	0	0	0	0	0	0
ENSMUSG00000128186.1	0	0	0	0	0	0
ENSMUSG00000131165.1	0	0	0	0	0	0
ENSMUSG00000083055.2	0	2	0	1	3	1
ENSMUSG00000068134.15	55	78	86	87	123	38
ENSMUSG00000137964.1	0	0	0	0	0	0
ENSMUSG00000074837.4	0	0	0	0	0	0
ENSMUSG00000079009.9	1	0	0	0	0	0
ENSMUSG00000060336.7	14	16	13	18	5	3
ENSMUSG00000079008.3	0	0	0	0	0	0
ENSMUSG00000138001.1	0	0	0	0	0	0
ENSMUSG00000121821.1	0	0	0	0	0	0
ENSMUSG00000084320.4	0	0	0	0	0	0
ENSMUSG00000063364.11	7	8	6	8	7	2
ENSMUSG00000095315.4	15	16	24	13	21	4
ENSMUSG00000083077.2	0	0	0	0	0	0
ENSMUSG00000083964.2	0	2	1	3	1	0
ENSMUSG00000068130.13	10	15	13	16	9	4
ENSMUSG00000082740.2	2	2	0	0	1	0
ENSMUSG00000074731.4	1	0	0	0	0	0
ENSMUSG00000083325.4	2	4	5	5	1	0
ENSMUSG00000081092.2	0	0	0	0	0	0
ENSMUSG00000068129.6	0	7	0	2	2	1
ENSMUSG00000033096.8	396	544	466	578	472	376
ENSMUSG00000086407.2	0	0	0	0	0	0
ENSMUSG00000027452.12	15	8	4	5	8	6
ENSMUSG00000087406.3	0	0	0	0	0	1
ENSMUSG00000033080.10	0	0	0	0	0	0
ENSMUSG00000086563.2	0	0	0	0	0	0
ENSMUSG00000124981.1	1	0	0	0	0	0
ENSMUSG00000100630.2	0	0	0	0	0	0
ENSMUSG00000033068.17	153	192	156	264	160	128
ENSMUSG00000136281.1	0	0	0	0	0	0
ENSMUSG00000033059.8	390	266	97	532	143	148
ENSMUSG00000032046.16	354	551	519	586	513	393
ENSMUSG00000141065.1	0	0	0	0	0	0
ENSMUSG00000087887.3	0	0	0	0	0	0
ENSMUSG00000143046.1	0	0	0	0	0	0
ENSMUSG00000027454.11	63	59	43	52	23	33
ENSMUSG00000082341.2	1	0	5	0	4	2
ENSMUSG00000068115.14	30	33	35	47	26	18
ENSMUSG00000084264.2	0	0	0	1	0	0
ENSMUSG00000082375.2	0	0	0	0	0	0
ENSMUSG00000053916.5	1	0	1	1	2	0
ENSMUSG00000122003.1	0	0	0	0	0	0
ENSMUSG00000088444.3	0	0	0	0	0	0
ENSMUSG00000119619.1	0	0	0	0	0	0
ENSMUSG00000131203.1	0	0	0	0	0	0
ENSMUSG00000079006.4	0	0	0	0	0	0
ENSMUSG00000079005.5	0	0	0	0	0	0
ENSMUSG00000085805.3	0	0	0	0	0	0
ENSMUSG00000119215.1	0	0	0	0	0	0
ENSMUSG00000067352.8	0	0	0	0	0	0
ENSMUSG00000132454.1	0	0	0	0	0	0
ENSMUSG00000087337.3	0	0	0	0	0	0
ENSMUSG00000089575.3	0	0	0	0	0	0
ENSMUSG00000087609.3	0	0	0	0	0	0
ENSMUSG00000135034.1	0	0	0	0	0	0
ENSMUSG00000119806.1	0	0	0	0	0	0
ENSMUSG00000119525.1	0	0	0	0	0	0
ENSMUSG00000083391.3	6	23	27	28	29	14
ENSMUSG00000087495.9	0	0	0	0	0	0
ENSMUSG00000119358.1	0	0	0	0	0	0
ENSMUSG00000082809.4	2	0	2	6	5	3
ENSMUSG00000086659.3	0	0	0	0	0	0
ENSMUSG00000061525.3	0	0	0	0	0	0
ENSMUSG00000027455.17	453	646	623	769	784	429
ENSMUSG00000087433.4	2	5	4	1	5	6
ENSMUSG00000032966.15	629	729	545	861	662	544
ENSMUSG00000123371.1	0	2	1	1	1	1
ENSMUSG00000027456.9	15	2	2	5	1	0
ENSMUSG00000027457.16	2	0	0	0	1	1
ENSMUSG00000131312.1	0	0	0	0	0	0
ENSMUSG00000074704.10	0	0	0	0	0	0
ENSMUSG00000128562.1	0	0	0	0	0	0
ENSMUSG00000087035.2	0	1	0	0	0	0
ENSMUSG00000081777.2	0	0	0	0	0	0
ENSMUSG00000044364.6	1	1	0	1	1	0
ENSMUSG00000032869.16	694	914	687	711	645	419
ENSMUSG00000086800.3	0	0	0	0	0	0
ENSMUSG00000083088.2	0	0	0	0	0	0
ENSMUSG00000132854.1	0	0	0	0	0	0
ENSMUSG00000087033.2	0	0	0	0	0	0
ENSMUSG00000129663.1	0	0	0	0	0	0
ENSMUSG00000032852.4	0	0	0	0	0	0
ENSMUSG00000086620.2	0	0	0	0	0	0
ENSMUSG00000027460.8	0	1	1	3	1	4
ENSMUSG00000087004.3	1	1	1	3	0	1
ENSMUSG00000088491.3	0	0	0	0	0	0
ENSMUSG00000027459.17	36	45	34	107	37	35
ENSMUSG00000137288.1	0	0	1	2	0	0
ENSMUSG00000027463.15	32	12	4	10	12	7
ENSMUSG00000137691.1	0	0	0	0	0	0
ENSMUSG00000137727.1	0	0	0	0	0	0
ENSMUSG00000139488.1	0	0	0	0	0	0
ENSMUSG00000085946.3	0	0	0	0	0	0
ENSMUSG00000132796.1	0	0	0	0	0	0
ENSMUSG00000132756.1	0	0	0	0	0	0
ENSMUSG00000060257.3	0	0	0	0	0	0
ENSMUSG00000130495.1	0	0	0	0	0	0
ENSMUSG00000133734.1	1	0	0	2	2	1
ENSMUSG00000032802.9	384	562	492	874	662	377
ENSMUSG00000068079.6	1	1	0	0	0	0
ENSMUSG00000136848.1	0	0	0	0	0	0
ENSMUSG00000081087.2	3	2	1	5	10	1
ENSMUSG00000120026.2	2	7	6	6	6	6
ENSMUSG00000074698.11	605	808	752	819	878	464
ENSMUSG00000027465.14	475	805	757	857	999	542
ENSMUSG00000027466.16	1163	1751	1363	1662	1418	959
ENSMUSG00000032715.10	53	193	194	402	270	344
ENSMUSG00000068062.5	0	3	1	3	0	1
ENSMUSG00000081434.4	9	6	10	11	5	12
ENSMUSG00000059361.7	0	0	1	1	0	0
ENSMUSG00000051817.10	29	66	61	135	114	106
ENSMUSG00000138200.1	0	0	0	0	0	1
ENSMUSG00000074682.5	17	22	17	22	13	9
ENSMUSG00000136911.1	0	0	0	0	0	0
ENSMUSG00000032680.12	0	0	0	0	0	0
ENSMUSG00000088139.4	0	0	0	0	0	0
ENSMUSG00000127410.1	0	0	0	0	0	0
ENSMUSG00000083230.2	0	0	0	0	0	0
ENSMUSG00000074681.3	0	0	0	0	0	0
ENSMUSG00000082689.2	0	0	1	0	0	0
ENSMUSG00000049560.5	0	0	0	0	0	0
ENSMUSG00000027468.3	0	0	0	0	0	0
ENSMUSG00000142969.1	0	0	0	0	0	0
ENSMUSG00000074680.2	0	0	0	0	0	0
ENSMUSG00000074679.4	0	1	0	0	0	0
ENSMUSG00000044249.4	0	0	0	0	0	0
ENSMUSG00000084935.3	1	0	0	0	0	0
ENSMUSG00000090485.3	0	0	0	0	0	0
ENSMUSG00000056544.3	0	0	0	0	0	0
ENSMUSG00000050645.4	0	0	0	0	0	0
ENSMUSG00000118649.2	0	0	0	0	0	0
ENSMUSG00000138940.1	0	0	0	0	1	0
ENSMUSG00000062124.8	0	0	0	0	0	0
ENSMUSG00000044863.8	0	0	0	0	0	0
ENSMUSG00000089684.2	0	0	0	0	0	0
ENSMUSG00000138896.1	0	0	0	0	0	0
ENSMUSG00000074678.2	0	0	0	1	0	0
ENSMUSG00000000359.4	8	15	10	20	6	8
ENSMUSG00000138985.1	0	0	0	0	0	0
ENSMUSG00000087148.4	9	8	13	5	19	5
ENSMUSG00000019188.17	1101	1710	1472	2042	1553	1315
ENSMUSG00000142078.1	4	3	3	2	5	3
ENSMUSG00000042814.9	56	53	60	74	72	30
ENSMUSG00000142034.1	3	2	4	2	3	2
ENSMUSG00000131779.1	0	0	0	1	0	1
ENSMUSG00000042745.10	83	95	55	87	38	98
ENSMUSG00000082318.4	0	0	0	0	0	0
ENSMUSG00000009876.14	2	2	2	1	1	2
ENSMUSG00002074868.1	0	0	0	0	0	0
ENSMUSG00000133659.1	0	0	0	0	0	1
ENSMUSG00000007659.19	336	415	376	683	375	452
ENSMUSG00000128466.1	1	0	0	2	0	0
ENSMUSG00000027469.17	159	100	10	158	9	81
ENSMUSG00000093746.3	0	0	0	0	0	0
ENSMUSG00000122160.1	0	0	0	0	0	0
ENSMUSG00000027470.10	1	0	0	0	0	0
ENSMUSG00000128731.1	0	0	0	0	0	0
ENSMUSG00000074676.3	10	8	0	2	1	1
ENSMUSG00000042662.17	0	0	0	0	0	0
ENSMUSG00000074673.16	3	3	4	3	1	2
ENSMUSG00000089898.4	4	2	0	1	0	1
ENSMUSG00000027472.15	153	184	207	207	240	131
ENSMUSG00000123343.1	6	11	5	8	5	4
ENSMUSG00000042631.8	0	0	0	0	0	0
ENSMUSG00000027474.14	43	64	56	134	63	43
ENSMUSG00000122304.1	0	0	0	1	1	0
ENSMUSG00000003283.16	87	200	97	88	51	53
ENSMUSG00000138212.1	0	0	0	0	0	0
ENSMUSG00000138170.1	0	2	1	1	0	1
ENSMUSG00002075309.1	0	0	0	0	0	0
ENSMUSG00000138252.1	0	0	0	0	0	0
ENSMUSG00000068040.11	1359	1599	1233	1373	1210	740
ENSMUSG00000074671.7	5	7	3	7	4	3
ENSMUSG00000051413.18	152	214	170	160	132	68
ENSMUSG00000046020.14	292	393	337	492	300	210
ENSMUSG00000134889.1	0	0	0	0	0	0
ENSMUSG00000126172.1	0	0	0	0	0	0
ENSMUSG00000126098.1	0	0	1	0	0	0
ENSMUSG00000027475.10	231	335	320	374	375	208
ENSMUSG00000126212.1	0	0	0	1	0	0
ENSMUSG00000126133.1	0	0	0	0	0	0
ENSMUSG00000073236.7	11	11	13	24	24	19
ENSMUSG00000129004.1	0	0	0	0	0	0
ENSMUSG00000042548.15	455	646	566	576	592	299
ENSMUSG00000061411.13	21	22	12	32	22	19
ENSMUSG00000082283.2	0	0	0	0	0	0
ENSMUSG00000129681.1	0	0	0	0	0	0
ENSMUSG00000079001.3	0	0	0	0	0	0
ENSMUSG00000134500.1	0	0	0	0	0	0
ENSMUSG00000134460.1	0	0	0	0	0	0
ENSMUSG00000134581.1	0	0	0	0	0	0
ENSMUSG00000134423.1	0	0	0	0	0	0
ENSMUSG00000121925.1	0	0	0	0	0	0
ENSMUSG00000133795.1	0	0	0	0	1	0
ENSMUSG00000056941.18	229	224	197	331	232	151
ENSMUSG00000079000.5	0	2	0	0	0	0
ENSMUSG00000027478.16	82	117	62	166	46	23
ENSMUSG00000132936.1	0	0	0	0	1	1
ENSMUSG00000082079.3	6	6	3	2	1	2
ENSMUSG00000126635.1	0	1	0	0	0	0
ENSMUSG00000027479.15	333	463	328	342	362	175
ENSMUSG00000139485.1	0	0	0	0	1	0
ENSMUSG00000044083.13	2	2	1	0	0	1
ENSMUSG00000083097.4	9	5	4	13	9	10
ENSMUSG00000027480.13	0	0	0	0	0	0
ENSMUSG00000027481.3	0	0	0	0	0	0
ENSMUSG00000068009.12	0	0	0	0	0	0
ENSMUSG00000068008.9	0	0	0	0	0	0
ENSMUSG00000074665.12	1	0	0	0	0	0
ENSMUSG00000078998.4	0	0	0	0	0	0
ENSMUSG00000042459.9	0	0	0	0	0	0
ENSMUSG00000118490.2	0	0	0	0	0	0
ENSMUSG00000096084.3	0	0	0	0	0	0
ENSMUSG00000133050.1	0	0	0	0	0	0
ENSMUSG00000133094.1	0	0	0	0	0	0
ENSMUSG00000081013.2	0	0	0	0	0	0
ENSMUSG00000133136.1	0	0	0	0	0	0
ENSMUSG00000027482.13	0	0	0	0	0	0
ENSMUSG00000027483.8	0	0	0	0	0	0
ENSMUSG00000027484.3	0	0	0	0	0	0
ENSMUSG00000027485.16	0	0	0	0	0	0
ENSMUSG00000122265.1	0	0	0	0	0	0
ENSMUSG00000038572.8	0	0	0	0	0	0
ENSMUSG00000067998.12	0	0	0	0	0	0
ENSMUSG00000083732.2	0	0	1	0	0	1
ENSMUSG00000122186.1	0	0	0	1	1	0
ENSMUSG00000067996.6	0	0	0	0	0	0
ENSMUSG00000027487.12	129	151	245	177	191	76
ENSMUSG00000122225.1	4	1	6	4	5	0
ENSMUSG00000027488.13	184	245	233	408	263	207
ENSMUSG00000129354.1	0	0	0	1	0	0
ENSMUSG00000129388.1	0	0	0	0	0	0
ENSMUSG00000038533.16	108	206	205	267	289	146
ENSMUSG00000027489.16	0	1	1	6	7	1
ENSMUSG00000038523.11	0	2	1	2	2	1
ENSMUSG00000078129.4	1	0	0	1	1	1
ENSMUSG00000027490.18	54	67	45	112	79	85
ENSMUSG00000000876.12	599	1104	970	1897	1231	1175
ENSMUSG00000097602.4	0	1	0	0	2	0
ENSMUSG00000059842.13	47	56	35	54	43	35
ENSMUSG00000085483.3	0	0	0	0	0	0
ENSMUSG00000131149.1	0	0	0	0	0	0
ENSMUSG00000038467.16	1252	1394	1077	1011	814	618
ENSMUSG00000082064.4	1	5	4	7	5	3
ENSMUSG00000083975.2	0	0	0	0	0	0
ENSMUSG00000085691.3	0	0	0	0	0	0
ENSMUSG00000133088.1	0	0	0	0	0	0
ENSMUSG00000098640.3	0	0	0	0	0	0
ENSMUSG00000133128.1	0	0	0	0	0	0
ENSMUSG00000027593.16	719	900	775	1148	909	786
ENSMUSG00000027596.11	0	0	0	0	0	0
ENSMUSG00000074656.14	298	416	437	523	476	358
ENSMUSG00000133691.1	0	0	0	0	0	0
ENSMUSG00000128134.1	0	0	0	0	0	0
ENSMUSG00000084897.2	0	0	0	2	0	0
ENSMUSG00000142814.1	0	0	0	1	0	2
ENSMUSG00000027597.16	6992	10255	9660	12194	10205	8104
ENSMUSG00000109877.3	3	8	8	16	19	9
ENSMUSG00000087254.2	0	1	3	2	3	3
ENSMUSG00000138802.1	0	0	0	0	0	0
ENSMUSG00000133348.1	0	0	0	0	0	0
ENSMUSG00000027598.17	387	621	814	772	1037	459
ENSMUSG00000082596.2	0	2	3	2	2	2
ENSMUSG00000047459.15	674	921	872	1177	981	870
ENSMUSG00000139617.1	2	10	6	3	5	5
ENSMUSG00000027602.10	313	447	522	592	517	386
ENSMUSG00000038383.17	125	205	154	228	191	162
ENSMUSG00000076216.3	0	0	0	0	0	0
ENSMUSG00000038375.16	1720	3097	3282	4178	3572	2388
ENSMUSG00000038369.15	386	597	671	573	729	297
ENSMUSG00000080237.3	1	1	2	1	1	1
ENSMUSG00000131510.1	1	0	1	1	0	1
ENSMUSG00000083341.2	0	0	0	0	0	0
ENSMUSG00000027603.16	6	6	1	20	7	8
ENSMUSG00000027605.19	2950	3525	3160	8340	5568	2442
ENSMUSG00000093624.2	1	0	0	1	0	0
ENSMUSG00000093687.2	0	0	0	2	1	0
ENSMUSG00000086529.3	10	4	2	20	4	0
ENSMUSG00000027610.18	1102	1403	999	1678	1159	962
ENSMUSG00000085317.2	2	1	0	1	1	0
ENSMUSG00000085010.2	0	0	1	0	0	0
ENSMUSG00000087616.2	0	4	1	2	3	1
ENSMUSG00000074652.4	1	1	0	4	1	2
ENSMUSG00000076312.3	0	0	0	0	0	0
ENSMUSG00000038324.14	1508	2173	2093	2821	2412	1522
ENSMUSG00000088695.3	0	0	0	0	0	1
ENSMUSG00000141335.1	0	1	0	1	0	0
ENSMUSG00000141293.1	1	4	0	2	10	0
ENSMUSG00000038312.11	646	1020	878	1267	1119	681
ENSMUSG00000133411.1	0	0	0	0	0	0
ENSMUSG00000027611.13	38	55	27	16	13	7
ENSMUSG00000027612.8	1	2	0	0	0	0
ENSMUSG00000143341.1	0	0	0	0	0	0
ENSMUSG00000074649.7	49	102	75	124	112	76
ENSMUSG00000027613.16	823	1028	625	654	608	396
ENSMUSG00000086754.4	1	4	2	1	1	1
ENSMUSG00000074647.5	3	2	1	2	1	1
ENSMUSG00000005882.19	420	624	554	665	629	430
ENSMUSG00000139205.1	0	2	2	0	2	1
ENSMUSG00000139283.1	0	1	0	0	0	1
ENSMUSG00000139244.1	0	0	0	0	0	0
ENSMUSG00000078972.2	0	0	0	0	0	0
ENSMUSG00000038259.5	0	0	0	0	0	0
ENSMUSG00000137883.1	0	0	0	0	0	0
ENSMUSG00000038241.17	164	288	261	558	352	293
ENSMUSG00000074646.12	9	15	24	36	33	16
ENSMUSG00000005881.14	879	1328	1219	1786	1455	1125
ENSMUSG00000013338.17	0	0	0	0	0	0
ENSMUSG00000081002.2	0	0	0	0	0	0
ENSMUSG00000131574.1	0	0	0	0	0	0
ENSMUSG00000038180.12	5	11	25	14	22	20
ENSMUSG00000074643.13	1	3	2	1	1	1
ENSMUSG00000098950.8	0	0	0	0	0	0
ENSMUSG00000103285.2	4	10	14	15	7	5
ENSMUSG00000089824.11	49	49	43	49	60	30
ENSMUSG00000027618.18	493	722	716	851	793	537
ENSMUSG00000067847.14	493	755	586	916	594	545
ENSMUSG00000027620.17	1158	1196	1157	1383	1351	844
ENSMUSG00000131611.1	1	0	0	2	3	0
ENSMUSG00000133138.1	1	3	2	3	0	4
ENSMUSG00000038116.17	67	112	102	145	137	95
ENSMUSG00000133097.1	0	0	0	0	0	0
ENSMUSG00000046229.11	49	81	71	91	63	80
ENSMUSG00000038085.14	1	7	6	8	6	2
ENSMUSG00000081751.2	0	1	1	1	0	0
ENSMUSG00002076828.1	0	0	0	0	0	0
ENSMUSG00000085546.2	0	0	0	1	1	0
ENSMUSG00000082321.4	0	2	6	4	3	2
ENSMUSG00000087323.2	0	0	0	0	0	0
ENSMUSG00000139458.1	0	0	0	0	0	0
ENSMUSG00002076826.1	0	0	0	0	0	0
ENSMUSG00000084017.2	0	0	0	0	0	0
ENSMUSG00000102869.5	615	727	711	759	792	378
ENSMUSG00000139502.1	1	1	1	0	0	0
ENSMUSG00000061272.9	1	1	0	2	0	0
ENSMUSG00002075083.1	0	0	0	0	0	0
ENSMUSG00000027624.21	51	40	37	61	52	35
ENSMUSG00000139580.1	0	0	0	0	0	0
ENSMUSG00000086872.2	0	0	0	0	0	0
ENSMUSG00000085524.2	1	1	0	1	0	0
ENSMUSG00000139541.1	0	0	0	0	1	1
ENSMUSG00000137606.1	0	0	0	0	0	0
ENSMUSG00000027628.11	274	422	295	422	309	191
ENSMUSG00000055494.6	0	0	0	0	4	1
ENSMUSG00000087508.3	0	0	1	0	0	0
ENSMUSG00000061689.16	239	255	299	320	322	204
ENSMUSG00000083498.2	0	0	0	0	0	0
ENSMUSG00000126391.1	0	0	0	0	0	0
ENSMUSG00000126434.1	0	0	0	0	0	0
ENSMUSG00000131302.1	0	0	0	0	0	0
ENSMUSG00000086638.9	5	7	9	9	6	5
ENSMUSG00000139190.1	0	2	2	6	5	4
ENSMUSG00000087179.11	10	9	5	17	7	8
ENSMUSG00000067818.7	264	246	120	307	133	156
ENSMUSG00000082196.4	0	0	0	0	0	0
ENSMUSG00000062175.14	1	1	1	0	0	0
ENSMUSG00000085741.11	83	81	83	59	55	34
ENSMUSG00000102323.2	0	3	0	1	1	0
ENSMUSG00000074629.4	35	36	27	15	30	11
ENSMUSG00002075925.1	4	2	4	2	3	2
ENSMUSG00000027637.4	145	191	182	222	225	204
ENSMUSG00000027636.12	1	3	2	4	3	2
ENSMUSG00000080880.2	0	0	0	0	1	0
ENSMUSG00000083831.2	0	0	0	1	1	0
ENSMUSG00000130404.1	0	0	0	0	0	0
ENSMUSG00000081616.2	0	0	0	0	0	0
ENSMUSG00000027634.15	178	231	336	370	479	200
ENSMUSG00002074935.1	0	0	0	0	0	0
ENSMUSG00000134890.1	0	0	0	1	1	0
ENSMUSG00000082163.3	7	9	3	11	7	7
ENSMUSG00000027635.16	30	25	15	52	26	28
ENSMUSG00000055485.7	24	73	62	144	75	44
ENSMUSG00000074628.10	1	2	0	0	0	0
ENSMUSG00000027639.17	2450	3247	2095	542	481	261
ENSMUSG00000027641.14	191	215	111	93	39	48
ENSMUSG00000084113.2	1	2	0	1	1	1
ENSMUSG00000142757.1	1	0	0	0	0	0
ENSMUSG00000074627.12	1	0	1	0	2	1
ENSMUSG00000027642.16	2957	3812	3380	5101	3707	2864
ENSMUSG00000027643.10	1	1	0	0	0	0
ENSMUSG00000142939.1	0	0	0	0	0	0
ENSMUSG00000063019.6	147	210	159	202	148	130
ENSMUSG00000027646.16	66	143	68	176	60	67
ENSMUSG00000137000.1	0	0	0	0	0	0
ENSMUSG00000124749.1	0	1	1	0	0	0
ENSMUSG00000136071.1	0	0	0	0	0	0
ENSMUSG00000136193.1	0	0	0	0	0	0
ENSMUSG00000081740.4	58	79	78	90	72	40
ENSMUSG00000082329.2	0	0	0	0	0	0
ENSMUSG00000136038.1	1	2	5	0	0	2
ENSMUSG00000087445.2	10	17	23	28	20	9
ENSMUSG00000067787.11	179	230	338	338	280	147
ENSMUSG00000067786.17	41	56	46	58	36	37
ENSMUSG00002075463.1	0	0	0	0	0	0
ENSMUSG00000120882.2	3	7	4	5	2	8
ENSMUSG00000137467.1	0	0	0	0	0	0
ENSMUSG00000087547.4	0	0	0	0	0	0
ENSMUSG00000136472.1	0	0	0	0	0	0
ENSMUSG00000129528.1	0	0	0	0	0	0
ENSMUSG00000127245.1	0	0	0	0	0	0
ENSMUSG00000135163.1	0	0	0	0	0	0
ENSMUSG00000077290.3	0	0	0	0	0	0
ENSMUSG00000084417.4	0	0	0	0	0	0
ENSMUSG00000027649.16	175	301	261	305	250	240
ENSMUSG00000140009.1	0	0	0	0	0	0
